Gemeente;Code;AmsterdamseCode;Partij;AantalStemmen;AantalZetels;
Ooststellingwerf;G0085;10836;ChristenUnie;705;1;
Ooststellingwerf;G0085;10836;Democratisch Ooststellingwerf (DO);502;1;
Oostzaan;G0431;11303;VVD;1775;6;
Oostzaan;G0431;11303;CDA;768;2;
Oostzaan;G0431;11303;GROENLINKS;743;2;
Oostzaan;G0431;11303;D66;702;2;
Oostzaan;G0431;11303;Partij van de Arbeid (PvdA);350;1;
Opmeer;G0432;10609;KERN8;1336;3;
Opmeer;G0432;10609;CDA;1284;3;
Opmeer;G0432;10609;VVD;1037;3;
Opmeer;G0432;10609;Gemeentebelangen Opmeer;795;2;
Opmeer;G0432;10609;Lokale Partij Opmeer(LPO);749;2;
Opmeer;G0432;10609;GROENLINKS/Partij van de Arbeid (PvdA);652;2;
Opsterland;G0086;10005;Opsterlands Belang;5207;9;
Opsterland;G0086;10005;FNP;2318;4;
Opsterland;G0086;10005;GROENLINKS / Partij van de Arbeid (PvdA);1865;3;
Opsterland;G0086;10005;CDA;1394;2;
Opsterland;G0086;10005;ChristenUnie;1208;2;
Opsterland;G0086;10005;VVD;1060;2;
Opsterland;G0086;10005;D66;832;1;
Opsterland;G0086;10005;SP (Socialistische Partij);398;;
Oss;G0828;10834;V.D.G. (Voor de Gemeenschap);8667;9;
Oss;G0828;10834;CDA;4799;5;
Oss;G0828;10834;SP (Socialistische Partij);3889;4;
Oss;G0828;10834;Dynamisch Democratisch Oss (DDO);3881;4;
Oss;G0828;10834;D66;3823;4;
Oss;G0828;10834;VVD;3093;3;
Oss;G0828;10834;GROENLINKS/ Partij van de Arbeid (PvdA);3023;3;
Oss;G0828;10834;Sociaal Sterk Oss (SSO);2520;2;
Oss;G0828;10834;Forum voor Democratie;2424;2;
Oss;G0828;10834;PVV (Partij voor de Vrijheid);1723;1;
Oude IJsselstreek;G1509;10260;Lokaal Belang;5105;7;
Oude IJsselstreek;G1509;10260;DorpEnPlattelandBeweging;3686;5;
Oude IJsselstreek;G1509;10260;Partij van de Arbeid (PvdA) / GROENLINKS;2013;3;
Oude IJsselstreek;G1509;10260;CDA;1821;2;
Oude IJsselstreek;G1509;10260;VVD;1629;2;
Oude IJsselstreek;G1509;10260;Achterhoeks Democratisch Alternatief;1480;2;
Oude IJsselstreek;G1509;10260;Pro! Oude IJsselstreek;1428;2;
Oude IJsselstreek;G1509;10260;D66;830;1;
Oude IJsselstreek;G1509;10260;Burgers op 1;744;1;
Ouder-Amstel;G0437;10998;GROENLINKS / Partij van de Arbeid (PvdA);1593;4;
Ouder-Amstel;G0437;10998;VVD;1260;3;
Ouder-Amstel;G0437;10998;D66;1179;3;
Ouder-Amstel;G0437;10998;Natuurlijk Belang;1104;2;
Ouder-Amstel;G0437;10998;Ouder-Amstel Anders;601;1;
Ouder-Amstel;G0437;10998;CDA;523;1;
Ouder-Amstel;G0437;10998;Amstelland Lokaal;334;1;
Oudewater;G0589;10188;VVD;1776;5;
Oudewater;G0589;10188;CDA;1314;4;
Oudewater;G0589;10188;De Onafhankelijken;907;3;
Oudewater;G0589;10188;ChristenUnie-SGP;678;2;
Oudewater;G0589;10188;Progressief Oudewater;535;1;
Overbetuwe;G1734;11188;Gemeentebelangen Overbetuwe;6561;10;
Overbetuwe;G1734;11188;CDA;3972;6;
Overbetuwe;G1734;11188;GROENLINKS / Partij van de Arbeid (PvdA);3070;4;
Overbetuwe;G1734;11188;D66;2820;4;
Overbetuwe;G1734;11188;VVD;2623;3;
Overbetuwe;G1734;11188;Lijst BOB;1031;1;
Overbetuwe;G1734;11188;Staatkundig Gereformeerde Partij (SGP);845;1;
Overbetuwe;G1734;11188;OverbetuweNu;632;;
Overbetuwe;G1734;11188;ChristenUnie;574;;
Papendrecht;G0590;10427;PVV (Partij voor de Vrijheid);3075;6;
Papendrecht;G0590;10427;VVD;1980;4;
Papendrecht;G0590;10427;Onafhankelijk Papendrecht;1407;2;
Papendrecht;G0590;10427;CDA;1370;2;
Papendrecht;G0590;10427;GROENLINKS / Partij van de Arbeid (PvdA);1164;2;
Papendrecht;G0590;10427;D66;1073;2;
Papendrecht;G0590;10427;Staatkundig Gereformeerde Partij (SGP);1071;2;
Papendrecht;G0590;10427;50PLUS;977;1;
Papendrecht;G0590;10427;ChristenUnie;939;1;
Papendrecht;G0590;10427;PAPENDRECHTS ALGEMEEN BELANG;802;1;
Papendrecht;G0590;10427;Realistisch Papendrecht;383;;
Peel en Maas;G1894;10205;Lokaal Peel en Maas;7375;12;
Peel en Maas;G1894;10205;CDA;3796;6;
Peel en Maas;G1894;10205;VVD;2253;3;
Peel en Maas;G1894;10205;BBB Peel en Maas;2010;3;
Peel en Maas;G1894;10205;Partij van de Arbeid (PvdA) / GROENLINKS;1719;3;
Peel en Maas;G1894;10205;D66;1467;2;
Pekela;G0765;10848;PVV (Partij voor de Vrijheid);1083;4;
Pekela;G0765;10848;SP (Socialistische Partij);1072;4;
Pekela;G0765;10848;Samen Voor Pekela;933;3;
Pekela;G0765;10848;CDA;686;2;
Pekela;G0765;10848;GROENLINKS / Partij van de Arbeid (PvdA);566;2;
Pijnacker-Nootdorp;G1926;10031;Eerlijk Alternatief;6331;8;
Pijnacker-Nootdorp;G1926;10031;D66;3877;5;
Pijnacker-Nootdorp;G1926;10031;CDA;3250;4;
Pijnacker-Nootdorp;G1926;10031;Progressief PN / GROENLINKS / P.v.d.A.;3184;4;
Pijnacker-Nootdorp;G1926;10031;VVD;3131;4;
Pijnacker-Nootdorp;G1926;10031;Forum voor Democratie;2091;2;
Pijnacker-Nootdorp;G1926;10031;Trots Pijnacker-Nootdorp;1914;2;
Pijnacker-Nootdorp;G1926;10031;Pijnacker-Nootdorp Vooruit (PNV);1041;1;
Pijnacker-Nootdorp;G1926;10031;Partij voor de Dieren;921;1;
Pijnacker-Nootdorp;G1926;10031;ChristenUnie-SGP;707;;
Pijnacker-Nootdorp;G1926;10031;Politieke Partij voor Basisinkomen;94;;
Purmerend;G0439;11066;STADSPARTIJ-Beemster Polder Partij;6091;7;
Purmerend;G0439;11066;GROENLINKS / Partij van de Arbeid (PvdA);4943;6;
Purmerend;G0439;11066;Forum voor Democratie;4138;5;
Purmerend;G0439;11066;VVD;3289;3;
Purmerend;G0439;11066;Partij voor Purmerend;3171;3;
Purmerend;G0439;11066;D66;2846;3;
Purmerend;G0439;11066;Ouderenpartij AOV Purmerend-Beemster;2595;3;
Purmerend;G0439;11066;GBP;2429;2;
Purmerend;G0439;11066;PB21;2121;2;
Purmerend;G0439;11066;CDA;1976;2;
Purmerend;G0439;11066;Lijst Melvin Smid;1027;1;
Purmerend;G0439;11066;HOP;274;;
Purmerend;G0439;11066;Piratenpartij;261;;
Purmerend;G0439;11066;Lijst Van Damme (LVD);121;;
Putten;G0273;11109;Staatkundig Gereformeerde Partij (SGP);2802;5;
Putten;G0273;11109;Wij Putten;2672;4;
Putten;G0273;11109;VVD;2123;3;
Putten;G0273;11109;CDA;1993;3;
Putten;G0273;11109;ChristenUnie;1715;3;
Putten;G0273;11109;Gemeentebelangen Putten;1619;2;
Putten;G0273;11109;GROENLINKS / Partij van de Arbeid (PvdA);544;1;
Raalte;G0177;10279;BurgerBelangen;5250;7;
Raalte;G0177;10279;CDA;3674;5;
Raalte;G0177;10279;Gemeentebelangen;3066;4;
Raalte;G0177;10279;VVD;2924;4;
Raalte;G0177;10279;BBB;1935;2;
Raalte;G0177;10279;GROENLINKS/Partij van de Arbeid (PvdA);1645;2;
Raalte;G0177;10279;D66;1331;1;
Reimerswaal;G0703;10077;Staatkundig Gereformeerde Partij (SGP);4710;9;
Reimerswaal;G0703;10077;LEEFBAAR REIMERSWAAL;2573;4;
Reimerswaal;G0703;10077;CDA;1199;2;
Reimerswaal;G0703;10077;VVD;1077;2;
Reimerswaal;G0703;10077;GROENLINKS / Partij van de Arbeid (PvdA);744;1;
Reimerswaal;G0703;10077;ChristenUnie;594;1;
Renkum;G0274;11325;GROENLINKS / Partij van de Arbeid (PvdA);4284;6;
Renkum;G0274;11325;Leefbaar Renkum;2856;4;
Renkum;G0274;11325;D66;2507;4;
Renkum;G0274;11325;GB! Lokaal op 1;2410;3;
Renkum;G0274;11325;VVD;1761;2;
Renkum;G0274;11325;CDA;1291;2;
Renkum;G0274;11325;Partij Renkumse Dorpen (PRD);1198;1;
Renkum;G0274;11325;SP (Socialistische partij);714;1;
Renswoude;G0339;10269;OPRenswoude;865;3;
Renswoude;G0339;10269;Staatkundig Gereformeerde Partij (SGP);852;3;
Renswoude;G0339;10269;Dorpsbelang Renswoude;767;3;
Renswoude;G0339;10269;ChristenUnie;302;1;
Renswoude;G0339;10269;CDA;284;1;
Reusel-De Mierden;G1667;10162;Samenwerking Reusel-De Mierden;2891;8;
Reusel-De Mierden;G1667;10162;CDA;1180;3;
Reusel-De Mierden;G1667;10162;D66;611;2;
Reusel-De Mierden;G1667;10162;VVD;552;2;
Reusel-De Mierden;G1667;10162;Blanco (lijst 5);200;;
Rheden;G0275;11355;Burgerbelangen;3951;6;
Rheden;G0275;11355;GROENLINKS/ Partij van de Arbeid(PvdA);3907;6;
Rheden;G0275;11355;VVD;2509;3;
Rheden;G0275;11355;D66;2496;3;
Rheden;G0275;11355;Volkspartij Politiek Rheden;2167;3;
Rheden;G0275;11355;CDA;1518;2;
Rheden;G0275;11355;Partij voor de Dieren;1209;1;
Rheden;G0275;11355;50PLUS;1172;1;
Rheden;G0275;11355;Volt;713;1;
Rheden;G0275;11355;ChristenUnie;649;1;
Rhenen;G0340;10309;Staatkundig Gereformeerde Partij (SGP);2248;4;
Rhenen;G0340;10309;De Lokale Volkspartij;1931;4;
Rhenen;G0340;10309;GROENLINKS/ PvdA / Progressief Rhenen;1507;3;
Rhenen;G0340;10309;VVD;1206;2;
Rhenen;G0340;10309;D66;1098;2;
Rhenen;G0340;10309;Rhenens Belang;952;2;
Rhenen;G0340;10309;CDA;795;1;
Rhenen;G0340;10309;ChristenUnie;673;1;
Rhenen;G0340;10309;AZC WEG ERMEE! (Trots op Rhenen);434;;
Ridderkerk;G0597;10646;Partij 18PLUS;7422;12;
Ridderkerk;G0597;10646;Staatkundig Gereformeerde Partij (SGP);3106;5;
Ridderkerk;G0597;10646;CDA;1716;2;
Ridderkerk;G0597;10646;Echt voor Ridderkerk (EvR);1543;2;
Ridderkerk;G0597;10646;ChristenUnie;1262;2;
Ridderkerk;G0597;10646;VVD;1234;2;
Ridderkerk;G0597;10646;GROENLINKS;1189;1;
Ridderkerk;G0597;10646;Leefbaar Ridderkerk;1120;1;
Ridderkerk;G0597;10646;Partij van de Arbeid (PvdA);1003;1;
Ridderkerk;G0597;10646;Burger op 1;693;1;
Rijssen-Holten;G1742;10358;Staatkundig Gereformeerde Partij (SGP);6708;8;
Rijssen-Holten;G1742;10358;CDA;3588;4;
Rijssen-Holten;G1742;10358;Gemeentebelang Rijssen-Holten;3564;4;
Rijssen-Holten;G1742;10358;ChristenUnie;2538;3;
Rijssen-Holten;G1742;10358;Forum voor Democratie;2469;3;
Rijssen-Holten;G1742;10358;VVD;1928;2;
Rijssen-Holten;G1742;10358;GROENLINKS / Partij van de Arbeid (PvdA);1164;1;
Rijswijk;G0603;11133;GROENLINKS / Partij van de Arbeid (PvdA);4369;6;
Rijswijk;G0603;11133;Rijswijks Belang;4273;6;
Rijswijk;G0603;11133;BETER VOOR RIJSWIJK (BVR);3766;6;
Rijswijk;G0603;11133;D66;3165;5;
Rijswijk;G0603;11133;Wij;2085;3;
Rijswijk;G0603;11133;VVD;1757;2;
Rijswijk;G0603;11133;CDA;1395;2;
Rijswijk;G0603;11133;Forum voor Democratie;1364;2;
Rijswijk;G0603;11133;DENK-PGenR;910;1;
Roerdalen;G1669;10196;Roerstreek Lokaal!;2505;6;
Roerdalen;G1669;10196;Democraten Roerdalen;2174;5;
Roerdalen;G1669;10196;CDA;1654;4;
Roerdalen;G1669;10196;GROENLINKS / Partij van de Arbeid (PvdA);1077;2;
Roerdalen;G1669;10196;Ons Roerdalen;752;1;
Roerdalen;G1669;10196;Vitaal Perspectief;655;1;
Roermond;G0957;11313;Liberale Volkspartij Roermond;8268;13;
Roermond;G0957;11313;GROENLINKS / Partij van de Arbeid (PvdA);4892;7;
Roermond;G0957;11313;Demokraten Swalmen (DS);2586;4;
Roermond;G0957;11313;VVD;1852;3;
Roermond;G0957;11313;CDA;1851;2;
Roermond;G0957;11313;D66;1337;2;
Roermond;G0957;11313;Stadspartij Roermond;1074;1;
Roermond;G0957;11313;Partij voor de Dieren;617;1;
Roermond;G0957;11313;SP (Socialistische Partij);573;;
Roosendaal;G1674;10407;VLP Roosendaal;3911;5;
Roosendaal;G1674;10407;VVD;3600;5;
Roosendaal;G1674;10407;Roosendaalse Lijst;3416;5;
Roosendaal;G1674;10407;GROENLINKS / Partij van de Arbeid (PvdA);3271;5;
Roosendaal;G1674;10407;CDA;2873;4;
Roosendaal;G1674;10407;Forum voor Democratie;2213;3;
Roosendaal;G1674;10407;Vitaal Liberaal;1705;2;
Roosendaal;G1674;10407;Lijst De Regt;1588;2;
Roosendaal;G1674;10407;D66;1481;2;
Roosendaal;G1674;10407;Burger Belangen Roosendaal;1458;2;
Roosendaal;G1674;10407;SP (Socialistische Partij);598;;
Roosendaal;G1674;10407;BVNL;474;;
Rotterdam;G0599;10345;GROENLINKS / Partij van de Arbeid (PvdA);46542;11;
Rotterdam;G0599;10345;Leefbaar Rotterdam;43248;11;
Rotterdam;G0599;10345;D66;22689;5;
Rotterdam;G0599;10345;VVD;20256;5;
Rotterdam;G0599;10345;DENK;18591;4;
Rotterdam;G0599;10345;Forum voor Democratie;10161;2;
Rotterdam;G0599;10345;CDA;7189;1;
Rotterdam;G0599;10345;Partij voor de Dieren;6234;1;
Rotterdam;G0599;10345;Volt;6171;1;
Rotterdam;G0599;10345;50PLUS;5521;1;
Rotterdam;G0599;10345;ChristenUnie;5074;1;
Rotterdam;G0599;10345;SP (Socialistische Partij);5055;1;
Rotterdam;G0599;10345;BIJ1;4195;1;
Rotterdam;G0599;10345;Rotterdam NEXT;2437;;
Rotterdam;G0599;10345;JOU, Lijst Verkoelen;2387;;
Rotterdam;G0599;10345;Staatkundig Gereformeerde Partij (SGP);1636;;
Rotterdam;G0599;10345;Vrede voor Dieren;892;;
Rotterdam;G0599;10345;(PBAR) Beweging Armoedebestrijding;800;;
Rotterdam;G0599;10345;PARTIJvdSPORT;790;;
Rotterdam;G0599;10345;Wij van de Wijk;690;;
Rotterdam;G0599;10345;Wij Kleurrijk Rotterdam;538;;
Rozendaal;G0277;10684;Rosendael '74;508;4;
Rozendaal;G0277;10684;Progressief Akkoord Rozendaal;350;3;
Rozendaal;G0277;10684;BGR;196;2;
Rucphen;G0840;11152;Rucphense Volkspartij;2712;6;
Rucphen;G0840;11152;VVD;2458;5;
Rucphen;G0840;11152;PVV (Partij voor de Vrijheid);1271;3;
Rucphen;G0840;11152;CDA;1215;2;
Rucphen;G0840;11152;Forum voor Democratie;989;2;
Rucphen;G0840;11152;GROENLINKS / Partij van de Arbeid (PvdA);600;1;
Schagen;G0441;10511;JessLokaal;4536;6;
Schagen;G0441;10511;CDA;4366;6;
Schagen;G0441;10511;VVD;3196;4;
Schagen;G0441;10511;GROENLINKS / Partij van de Arbeid (PvdA);3155;4;
Schagen;G0441;10511;Forum voor Democratie;2640;3;
Schagen;G0441;10511;Seniorenpartij Schagen;2083;3;
Schagen;G0441;10511;D66;1500;2;
Schagen;G0441;10511;Wens4U (wij en Schagen voor u);715;1;
Schagen;G0441;10511;SP (Socialistische Partij);426;;
Scherpenzeel;G0279;11146;GemeenteBelangen Scherpenzeel (GBS);1717;4;
Scherpenzeel;G0279;11146;Staatkundig Gereformeerde Partij (SGP);1459;4;
Scherpenzeel;G0279;11146;ChristenUnie;830;2;
Scherpenzeel;G0279;11146;Forum voor Democratie;625;2;
Scherpenzeel;G0279;11146;PRO Scherpenzeel;499;1;
Scherpenzeel;G0279;11146;CDA;382;1;
Scherpenzeel;G0279;11146;VVD;356;1;
Schiedam;G0606;11260;GROENLINKS-PvdA-Progressief Schiedam;5388;8;
Schiedam;G0606;11260;Alles voor Schiedam;3228;5;
Schiedam;G0606;11260;DENK;3082;4;
Schiedam;G0606;11260;VVD;2988;4;
Schiedam;G0606;11260;Lijst Mark Verspeek;2464;3;
Schiedam;G0606;11260;D66;2051;3;
Schiedam;G0606;11260;CDA;2042;3;
Schiedam;G0606;11260;Forum voor Democratie;1864;2;
Schiedam;G0606;11260;OuderenPartij Schiedam;1425;2;
Schiedam;G0606;11260;Lokaal Onafhankelijk Schiedam (L.O.S.);1121;1;
Schiedam;G0606;11260;50PLUS;1092;1;
Schiedam;G0606;11260;Partij voor de Dieren;1060;1;
Schiermonnikoog;G0088;10355;Ons Belang;242;3;
Schiermonnikoog;G0088;10355;Schiermonnikoogs Belang;208;3;
Schiermonnikoog;G0088;10355;SAMEN;198;3;
Schouwen-Duiveland;G1676;10843;Leefbaar Schouwen-Duiveland;4295;6;
Schouwen-Duiveland;G1676;10843;VVD;3480;5;
Schouwen-Duiveland;G1676;10843;Staatkundig Gereformeerde Partij (SGP);2412;3;
Schouwen-Duiveland;G1676;10843;CDA;2189;3;
Schouwen-Duiveland;G1676;10843;GROENLINKS / Partij van de Arbeid (PvdA);1914;2;
Schouwen-Duiveland;G1676;10843;D66;1430;2;
Schouwen-Duiveland;G1676;10843;ChristenUnie;925;1;
Schouwen-Duiveland;G1676;10843;Socialistische Partij;820;1;
Simpelveld;G0965;10515;Leefbaar Simpelveld;1598;5;
Simpelveld;G0965;10515;BurgerBelangen;1361;4;
Simpelveld;G0965;10515;Samen 1;1324;4;
Simpelveld;G0965;10515;CDA;696;2;
Sint-Michielsgestel;G0845;10496;SMG;4461;7;
Sint-Michielsgestel;G0845;10496;PPA;3694;6;
Sint-Michielsgestel;G0845;10496;D66;1834;3;
Sint-Michielsgestel;G0845;10496;GROENLINKS/PvdA;1381;2;
Sint-Michielsgestel;G0845;10496;CDA;1261;2;
Sint-Michielsgestel;G0845;10496;VVD;1125;2;
Sint-Michielsgestel;G0845;10496;DorpsGoed;1059;1;
Sittard-Geleen;G1883;11230;G.O.B.;8914;10;
Sittard-Geleen;G1883;11230;CDA;6360;7;
Sittard-Geleen;G1883;11230;GROENLINKS / Partij van de Arbeid (PvdA);3902;4;
Sittard-Geleen;G1883;11230;Stadspartij;3084;3;
Sittard-Geleen;G1883;11230;D66;2730;3;
Sittard-Geleen;G1883;11230;Forum voor Democratie;2091;2;
Sittard-Geleen;G1883;11230;PVV (Partij voor de Vrijheid);1867;2;
Sittard-Geleen;G1883;11230;VVD;1762;2;
Sittard-Geleen;G1883;11230;PIT;1448;1;
Sittard-Geleen;G1883;11230;Lokaal Sittard-Geleen-Born;1114;1;
Sittard-Geleen;G1883;11230;JA21;954;1;
Sittard-Geleen;G1883;11230;SP (Socialistische Partij);941;1;
Sittard-Geleen;G1883;11230;Samen Politiek Actief (S.P.A.);804;;
Sittard-Geleen;G1883;11230;Partij voor de Dieren;778;;
Sittard-Geleen;G1883;11230;Democratisch Burger Belang sgb;353;;
Sittard-Geleen;G1883;11230;Partij voor de Rechtsstaat;156;;
Sliedrecht;G0610;11331;SGP-ChristenUnie;3507;7;
Sliedrecht;G0610;11331;Slydregt.NU;3491;6;
Sliedrecht;G0610;11331;PRO Sliedrecht;2289;4;
Sliedrecht;G0610;11331;CDA;1319;2;
Sliedrecht;G0610;11331;GROENLINKS / Partij van de Arbeid (PvdA);804;1;
Sliedrecht;G0610;11331;VVD;765;1;
Sliedrecht;G0610;11331;D66;359;;
Sluis;G1714;10895;Sluis Lokaal;2324;5;
Sluis;G1714;10895;VVD;1777;4;
Sluis;G1714;10895;Partij van de Arbeid (PvdA);1251;2;
Sluis;G1714;10895;CDA;1243;2;
Sluis;G1714;10895;Forum voor Democratie;1171;2;
Sluis;G1714;10895;BBB;932;2;
Sluis;G1714;10895;GROENLINKS;528;1;
Sluis;G1714;10895;Politieke Vereniging Lijst Babijn;433;1;
Sluis;G1714;10895;SP (Socialistische Partij);401;;
Smallingerland;G0090;10405;CDA;3553;5;
Smallingerland;G0090;10405;GROENLINKS / Partij van de Arbeid (PvdA);3493;5;
Smallingerland;G0090;10405;Smallingerlands Belang;3111;4;
Smallingerland;G0090;10405;Eérste Lokale Partij (ELP);2950;4;
Smallingerland;G0090;10405;ChristenUnie;2472;3;
Smallingerland;G0090;10405;VVD;2320;3;
Smallingerland;G0090;10405;FNP;1866;2;
Smallingerland;G0090;10405;D66;1645;2;
Smallingerland;G0090;10405;SP (Socialistische Partij);1291;2;
Smallingerland;G0090;10405;Staatkundig Gereformeerde Partij (SGP);762;1;
Soest;G0342;11021;Soest 2002;4079;6;
Soest;G0342;11021;GROENLINKS / Partij van de Arbeid (PvdA);3861;5;
Soest;G0342;11021;VVD;3068;4;
Soest;G0342;11021;D66;2377;3;
Soest;G0342;11021;POS;2217;3;
Soest;G0342;11021;Gemeentebelangen Groen Soest;1740;2;
Soest;G0342;11021;Forum voor Democratie;1561;2;
Soest;G0342;11021;CDA;1268;1;
Soest;G0342;11021;Partij voor de Dieren;1024;1;
Soest;G0342;11021;ChristenUnie;704;1;
Soest;G0342;11021;Volt;661;1;
Soest;G0342;11021;BBS-SGP;616;;
Someren;G0847;10203;Gemeenschapslijst;2424;5;
Someren;G0847;10203;CDA;2044;5;
Someren;G0847;10203;Wij Zijn Someren / VVD;1666;4;
Someren;G0847;10203;LSH;1346;3;
Someren;G0847;10203;SDS & GL/PvdA;1174;2;
Someren;G0847;10203;Someren voor Elkaar;334;;
Son en Breugel;G0848;10549;DORPSVISIE;2178;5;
Son en Breugel;G0848;10549;VVD;2089;5;
Son en Breugel;G0848;10549;CDA;1446;3;
Son en Breugel;G0848;10549;D66;1073;2;
Son en Breugel;G0848;10549;GROENLINKS / Partij van de Arbeid (PvdA);973;2;
Son en Breugel;G0848;10549;Zij aan Zet;209;;
Stadskanaal;G0037;10610;PVV (Partij voor de Vrijheid);2376;5;
Stadskanaal;G0037;10610;Lokaal Betrokken;2250;4;
Stadskanaal;G0037;10610;CDA;2076;4;
Stadskanaal;G0037;10610;Partij van de Arbeid (PvdA) / GROENLINKS;1411;3;
Stadskanaal;G0037;10610;ChristenUnie;1400;2;
Stadskanaal;G0037;10610;VVD;1009;2;
Stadskanaal;G0037;10610;SP (Socialistische Partij);634;1;
Stadskanaal;G0037;10610;D66;611;1;
Stadskanaal;G0037;10610;Staatkundig Gereformeerde Partij (SGP);512;1;
Stadskanaal;G0037;10610;Partij voor de Rechtsstaat;70;;
Staphorst;G0180;11362;Staatkundig Gereformeerde Partij (SGP);3768;6;
Staphorst;G0180;11362;ChristenUnie;2219;4;
Staphorst;G0180;11362;CDA;1569;2;
Staphorst;G0180;11362;Forum voor Democratie;1512;2;
Staphorst;G0180;11362;Gemeentebelangen Staphorst;1083;2;
Staphorst;G0180;11362;Partij van de Arbeid (PvdA)/GROENLINKS;477;1;
Stede Broec;G0532;11337;Rechts Stede Broec;2718;6;
Stede Broec;G0532;11337;Open en Duidelijk Stede Broec;2695;5;
Stede Broec;G0532;11337;CDA;1542;3;
Stede Broec;G0532;11337;VVD;1438;3;
Stede Broec;G0532;11337;GROENLINKS / Partij van de Arbeid (PvdA);768;1;
Stede Broec;G0532;11337;Stem van Stede Broec;640;1;
Stede Broec;G0532;11337;SP (Socialistische Partij);271;;
Steenbergen;G0851;10731;Volkspartij;1952;4;
Steenbergen;G0851;10731;PVV (Partij voor de Vrijheid);1916;4;
Steenbergen;G0851;10731;Gewoon Lokaal!;1646;4;
Steenbergen;G0851;10731;VVD;1205;2;
Steenbergen;G0851;10731;Progressief Samen;781;1;
Steenbergen;G0851;10731;CDA;745;1;
Steenbergen;G0851;10731;Stem0167;576;1;
Steenbergen;G0851;10731;Blanco (lijst 8);481;1;
Steenbergen;G0851;10731;D66;441;1;
Steenbergen;G0851;10731;Voor Alle Kernen (VAK);408;;
Steenbergen;G0851;10731;Vanuit de Kern;364;;
Steenwijkerland;G1708;10546;BuitenGewoon Leefbaar;4886;7;
Steenwijkerland;G1708;10546;Forum voor Democratie;3091;4;
Steenwijkerland;G1708;10546;GROENLINKS / Partij van de Arbeid (PvdA);2722;4;
Steenwijkerland;G1708;10546;Christelijke Partij Burgerbelangen (CPB);2685;4;
Steenwijkerland;G1708;10546;VVD;2265;3;
Steenwijkerland;G1708;10546;CDA;1955;3;
Steenwijkerland;G1708;10546;D66;1417;2;
Steenwijkerland;G1708;10546;ChristenUnie;1229;1;
Steenwijkerland;G1708;10546;STEM Steenwijkerland;954;1;
Steenwijkerland;G1708;10546;Veur Elkaar;389;;
Steenwijkerland;G1708;10546;PVBNI;181;;
Stein;G0971;11319;Communiceren Met Burgers (CMB);4128;8;
Stein;G0971;11319;DOS (Democratisch Onafhankelijken Stein);3820;7;
Stein;G0971;11319;VVD;997;2;
Stein;G0971;11319;GROENLINKS / Partij van de Arbeid (PvdA);963;1;
Stein;G0971;11319;Politieke vereniging Steins Belang;816;1;
Stichtse Vecht;G1904;10191;Lokaal Liberaal;7634;10;
Stichtse Vecht;G1904;10191;GROENLINKS / Partij van de Arbeid (PvdA);4384;5;
Stichtse Vecht;G1904;10191;D66;4184;5;
Stichtse Vecht;G1904;10191;Streekbelangen;3864;5;
Stichtse Vecht;G1904;10191;VVD;2775;3;
Stichtse Vecht;G1904;10191;CDA;2620;3;
Stichtse Vecht;G1904;10191;ChristenUnie-SGP;1432;1;
Stichtse Vecht;G1904;10191;PVV (Partij voor de Vrijheid);1235;1;
Stichtse Vecht;G1904;10191;Samen Stichtse Vecht;759;;
Stichtse Vecht;G1904;10191;Het Vechtse Verbond;749;;
Stichtse Vecht;G1904;10191;SP (Socialistische Partij);457;;
Súdwest-Fryslân;G1900;11421;CDA;9433;9;
Súdwest-Fryslân;G1900;11421;GROENLINKS / Partij van de Arbeid (PvdA);6989;7;
Súdwest-Fryslân;G1900;11421;FNP;4794;4;
Súdwest-Fryslân;G1900;11421;Forum voor Democratie;3769;3;
Súdwest-Fryslân;G1900;11421;VVD;3767;3;
Súdwest-Fryslân;G1900;11421;D66;3209;3;
Súdwest-Fryslân;G1900;11421;BBB;2754;2;
Súdwest-Fryslân;G1900;11421;Gemeentebelangen;2589;2;
Súdwest-Fryslân;G1900;11421;PVV (Partij voor de Vrijheid);2166;2;
Súdwest-Fryslân;G1900;11421;ChristenUnie;1210;1;
Súdwest-Fryslân;G1900;11421;SP (Socialistische Partij);1140;1;
Súdwest-Fryslân;G1900;11421;NIEUW SOCIAAL;885;;
Terneuzen;G0715;10704;PVV (Partij voor de Vrijheid);4014;7;
Terneuzen;G0715;10704;TOP/GEMEENTEBELANGEN;3526;6;
Terneuzen;G0715;10704;CDA;2827;4;
Terneuzen;G0715;10704;Partij van de Arbeid (PvdA) - GROENLINKS;2100;3;
Terneuzen;G0715;10704;VVD;1713;3;
Terneuzen;G0715;10704;Staatkundig Gereformeerde Partij (SGP);1349;2;
Terneuzen;G0715;10704;Hart voor Terneuzen;1005;1;
Terneuzen;G0715;10704;D66;952;1;
Terneuzen;G0715;10704;ChristenUnie;915;1;
Terneuzen;G0715;10704;SP (Socialistische Partij);676;1;
Terneuzen;G0715;10704;Sociaal Democraten Terneuzen;659;1;
Terneuzen;G0715;10704;Sociaal Terneuzen;589;1;
Terneuzen;G0715;10704;50PLUS;560;;
Terneuzen;G0715;10704;Terneuzen Sterk;394;;
Terneuzen;G0715;10704;Belang Van Nederland (BVNL);319;;
Terschelling;G0093;11210;Leefbaar Terschelling;612;2;
Terschelling;G0093;11210;Plaatselijk Belang Terschelling;610;2;
Terschelling;G0093;11210;VVD;484;2;
