Regio;Code;Type;Partij;AantalStemmen;AantalZetels;
Saba;O9003;AantalBlancoStemmen;;4;;
Saba;O9003;AantalGeldigeStemmen;;983;;
Saba;O9003;AantalOngeldigeStemmen;;6;;
Saba;O9003;Kiesgerechtigden;;1078;;
Saba;O9003;Opkomst;;993;;
Saba;O9003;Partij;WIPM;777;5;
Saba;O9003;Partij;S.L.P.;125;;
Saba;O9003;Partij;Lijst 3 (blanco lijst);81;;
